Username,Url,Datetime,Rule,Lobby,Stage,Win,X Power,Time,Game Version,Stats,A1 Main Weapon,A1 Sub Weapon,A1 Special Weapon,A1 Inked,A1 Kill & Assist,A1 Kill,A1 Assist,A1 Death,A1 Specials,A2 Main Weapon,A2 Sub Weapon,A2 Special Weapon,A2 Inked,A2 Kill & Assist,A2 Kill,A2 Assist,A2 Death,A2 Specials,A3 Main Weapon,A3 Sub Weapon,A3 Special Weapon,A3 Inked,A3 Kill & Assist,A3 Kill,A3 Assist,A3 Death,A3 Specials,A4 Main Weapon,A4 Sub Weapon,A4 Special Weapon,A4 Inked,A4 Kill & Assist,A4 Kill,A4 Assist,A4 Death,A4 Specials,B1 Main Weapon,B1 Sub Weapon,B1 Special Weapon,B1 Inked,B1 Kill & Assist,B1 Kill,B1 Assist,B1 Death,B1 Specials,B2 Main Weapon,B2 Sub Weapon,B2 Special Weapon,B2 Inked,B2 Kill & Assist,B2 Kill,B2 Assist,B2 Death,B2 Specials,B3 Main Weapon,B3 Sub Weapon,B3 Special Weapon,B3 Inked,B3 Kill & Assist,B3 Kill,B3 Assist,B3 Death,B3 Specials,B4 Main Weapon,B4 Sub Weapon,B4 Special Weapon,B4 Inked,B4 Kill & Assist,B4 Kill,B4 Assist,B4 Death,B4 Specials
dogwong,https://stat.ink/@dogwong/spl3/53608d86-c4d7-4c8b-a72c-495d7f5d00df,2022-12-07 23:31:59+09:00,area,xmatch,kusaya,bravo,1722.3,214,v2.0.0,allow,momiji,torpedo,hopsonar,1138,2,1,1,4,5,momiji,torpedo,hopsonar,1057,3,2,1,7,4,lact450,curlingbomb,missile,1303,2,2,0,5,4,sharp,quickbomb,kanitank,871,3,1,2,4,4,wakaba,splashbomb,greatbarrier,1157,11,8,3,2,4,momiji,torpedo,hopsonar,1255,10,5,5,3,5,jetsweeper,linemarker,kyuinki,1228,7,4,3,1,5,heroshooter_replica,kyubanbomb,ultrashot,844,5,3,2,0,4
nigaky,https://stat.ink/@nigaky/spl3/424a14a4-5137-4ad0-b273-4298f80b1857,2022-12-07 23:31:40+09:00,area,xmatch,namero,alpha,2272.1,97,v2.0.0,allow,barrelspinner,sprinkler,hopsonar,545,1,0,1,2,2,bottlegeyser,splashshield,ultrashot,345,5,4,1,1,0,heroshooter_replica,kyubanbomb,ultrashot,645,3,3,0,0,2,sshooter,kyubanbomb,ultrashot,437,3,2,1,2,1,sshooter,kyubanbomb,ultrashot,657,3,2,1,2,2,maneuver,kyubanbomb,kanitank,615,2,2,0,2,2,spaceshooter,pointsensor,megaphone51,487,0,0,0,3,1,tristringer,poisonmist,megaphone51,373,1,1,0,2,1
lin010151,https://stat.ink/@lin010151/spl3/6cb8d3a4-48ea-4867-9ba1-e69768a91c4a,2022-12-07 23:31:04+09:00,area,xmatch,kusaya,bravo,2386.9,170,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,763,2,2,0,6,2,prime_collabo,kyubanbomb,nicedama,930,8,7,1,3,3,wakaba,splashbomb,greatbarrier,1045,3,2,1,4,3,clashblaster,splashbomb,ultrashot,538,5,4,1,7,1,screwslosher,tansanbomb,nicedama,783,11,7,4,3,3,sharp,quickbomb,kanitank,1037,11,6,5,3,3,splatspinner_collabo,poisonmist,greatbarrier,1049,8,4,4,3,4,wakaba,splashbomb,greatbarrier,787,6,3,3,6,3
wdtch824,https://stat.ink/@wdtch824/spl3/3c094be2-6668-4b1a-8d2d-7422b535ce65,2022-12-07 23:30:56+09:00,area,xmatch,namero,alpha,2194.9,198,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,771,5,4,1,5,3,longblaster,kyubanbomb,hopsonar,704,14,12,2,6,2,explosher,pointsensor,amefurashi,1156,8,1,7,2,4,sshooter_collabo,splashbomb,tripletornado,965,8,7,1,5,3,promodeler_mg,tansanbomb,sameride,1039,6,2,4,4,3,longblaster,kyubanbomb,hopsonar,701,9,6,3,4,3,sshooter_collabo,splashbomb,tripletornado,670,7,6,1,9,2,furo,sprinkler,amefurashi,1076,6,4,2,6,4
3p3k1122,https://stat.ink/@3p3k1122/spl3/1800d7c9-d72a-457b-83f6-7c87a7843d05,2022-12-07 23:30:10+09:00,area,xmatch,namero,alpha,1765.9,121,v2.0.0,allow,screwslosher,tansanbomb,nicedama,656,9,7,2,2,2,momiji,torpedo,hopsonar,655,6,2,4,0,3,explosher,pointsensor,amefurashi,615,2,0,2,1,2,sputtery_hue,torpedo,sameride,504,6,5,1,2,1,furo,sprinkler,amefurashi,764,0,0,0,2,2,hissen,poisonmist,jetpack,352,4,4,0,5,0,52gal,splashshield,megaphone51,546,1,1,0,4,1,heroshooter_replica,kyubanbomb,ultrashot,661,0,0,0,3,3
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/8500b13d-d37b-48a3-9175-15f549ca1652,2022-12-07 23:29:23+09:00,area,xmatch,kusaya,alpha,1704.0,312,v2.0.0,allow,drivewiper,torpedo,ultrahanko,916,8,7,1,7,4,momiji,torpedo,hopsonar,1554,17,9,8,3,8,hydra,robotbomb,nicedama,1135,13,12,1,6,5,sharp,quickbomb,kanitank,1448,8,3,5,9,5,52gal,splashshield,megaphone51,1439,12,11,1,10,6,sharp,quickbomb,kanitank,1522,6,5,1,6,3,tristringer,poisonmist,megaphone51,1132,6,1,5,4,5,splatroller,curlingbomb,greatbarrier,752,9,8,1,12,2
chobizdao,https://stat.ink/@chobizdao/spl3/9187b5b5-676a-42a4-a27b-8f98db0cb163,2022-12-07 23:29:04+09:00,area,xmatch,namero,alpha,1820.7,289,v2.0.0,allow,sharp,quickbomb,kanitank,1343,10,7,3,5,4,hydra,robotbomb,nicedama,1665,5,3,2,2,8,wakaba,splashbomb,greatbarrier,1561,6,5,1,6,7,prime_collabo,kyubanbomb,nicedama,1216,5,5,0,8,4,momiji,torpedo,hopsonar,1616,11,6,5,4,8,tristringer,poisonmist,megaphone51,1386,5,4,1,4,5,prime_collabo,kyubanbomb,nicedama,1320,9,3,6,5,5,52gal,splashshield,megaphone51,1207,8,8,0,7,5
shige_tairi,https://stat.ink/@shige_tairi/spl3/1be734ab-6bb3-4cf8-a799-141668ca07a6,2022-12-07 23:27:18+09:00,area,xmatch,kusaya,alpha,1575.2,311,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1389,10,8,2,5,5,sshooter_collabo,splashbomb,tripletornado,1712,17,14,3,5,7,tristringer,poisonmist,megaphone51,1542,9,4,5,5,6,nzap85,kyubanbomb,energystand,1396,9,7,2,6,4,barrelspinner,sprinkler,hopsonar,1835,12,5,7,4,9,promodeler_rg,sprinkler,nicedama,2044,7,6,1,9,11,96gal,sprinkler,kyuinki,1166,8,8,0,12,5,sshooter_collabo,splashbomb,tripletornado,1032,3,2,1,8,7
Nyarukore,https://stat.ink/@Nyarukore/spl3/4b1d7402-6ed2-47bd-bc67-60a095892aa7,2022-12-07 23:27:10+09:00,area,xmatch,namero,bravo,,309,v2.0.0,allow,momiji,torpedo,hopsonar,1676,7,3,4,7,6,liter4k_scope,trap,hopsonar,1385,12,9,3,4,5,splatroller,curlingbomb,greatbarrier,1044,10,9,1,9,4,promodeler_mg,tansanbomb,sameride,1343,4,1,3,12,5,sshooter,kyubanbomb,ultrashot,1396,11,8,3,7,5,hokusai,kyubanbomb,shokuwander,1468,12,11,1,5,4,wakaba,splashbomb,greatbarrier,1515,7,5,2,7,5,liter4k_scope,trap,hopsonar,1212,10,8,2,3,6
3p3k1122,https://stat.ink/@3p3k1122/spl3/82a33fbf-c6d3-41c6-9ccb-aa34dce2a696,2022-12-07 23:26:53+09:00,area,xmatch,kusaya,alpha,1765.9,90,v2.0.0,allow,screwslosher,tansanbomb,nicedama,527,4,2,2,0,2,heroshooter_replica,kyubanbomb,ultrashot,511,6,4,2,1,1,wakaba,splashbomb,greatbarrier,536,5,5,0,0,2,hissen,poisonmist,jetpack,309,2,1,1,0,1,momiji,torpedo,hopsonar,482,0,0,0,3,1,bucketslosher,splashbomb,tripletornado,466,1,1,0,2,2,screwslosher,tansanbomb,nicedama,389,0,0,0,4,1,sshooter_collabo,splashbomb,tripletornado,369,0,0,0,3,1
obatyan789,https://stat.ink/@obatyan789/spl3/a24c92da-5dbe-4f9d-aef4-fd6dbd159683,2022-12-07 23:26:21+09:00,area,xmatch,kusaya,bravo,2075.7,311,v2.0.0,allow,momiji,torpedo,hopsonar,1478,5,4,1,6,7,liter4k,trap,hopsonar,1092,14,11,3,5,4,sshooter_collabo,splashbomb,tripletornado,1399,9,6,3,8,5,tristringer,poisonmist,megaphone51,1309,9,5,4,8,6,sputtery_hue,torpedo,sameride,1370,11,9,2,6,5,momiji,torpedo,hopsonar,1567,9,5,4,9,5,liter4k,trap,hopsonar,1153,9,8,1,3,4,barrelspinner,sprinkler,hopsonar,1255,6,5,1,9,4
lin010151,https://stat.ink/@lin010151/spl3/986a5688-aefe-4544-804e-192447e67542,2022-12-07 23:26:20+09:00,area,xmatch,kusaya,alpha,2386.9,121,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,511,4,4,0,4,1,squiclean_a,pointsensor,greatbarrier,381,7,2,5,3,1,screwslosher,tansanbomb,nicedama,588,4,3,1,1,2,liter4k,trap,hopsonar,467,4,4,0,1,2,hotblaster,robotbomb,greatbarrier,386,4,4,0,4,2,momiji,torpedo,hopsonar,680,4,3,1,4,2,rpen_5h,sprinkler,energystand,470,2,1,1,2,1,liter4k,trap,hopsonar,479,2,1,1,3,2
kaoru5884,https://stat.ink/@kaoru5884/spl3/d26040e0-39e7-4ffd-8f55-fc309f42ca75,2022-12-07 23:25:25+09:00,area,xmatch,kusaya,alpha,2019.4,308,v2.0.0,allow,furo,sprinkler,amefurashi,1871,11,6,5,2,7,momiji,torpedo,hopsonar,1976,17,7,10,3,10,wakaba,splashbomb,greatbarrier,1672,16,13,3,8,6,sharp,quickbomb,kanitank,1092,12,7,5,9,2,explosher,pointsensor,amefurashi,2139,7,3,4,5,8,wakaba,splashbomb,greatbarrier,1472,11,9,2,9,5,sharp,quickbomb,kanitank,1843,8,8,0,6,6,sputtery_hue,torpedo,sameride,1223,2,2,0,13,5
itoktsnhc,https://stat.ink/@itoktsnhc/spl3/56c60120-fbc2-4248-a389-1ebbbbdcb583,2022-12-07 23:24:18+09:00,area,xmatch,kusaya,alpha,1658.4,300,v2.0.0,allow,liter4k,trap,hopsonar,907,16,11,5,5,4,sharp,quickbomb,kanitank,1262,15,13,2,11,3,wakaba,splashbomb,greatbarrier,1475,11,6,5,4,5,variableroller,trap,missile,1665,6,3,3,7,6,splatcharger,splashbomb,kyuinki,944,12,10,2,9,2,variableroller,trap,missile,1594,11,6,5,3,6,momiji,torpedo,hopsonar,1500,11,7,4,11,5,sharp,quickbomb,kanitank,1318,7,4,3,10,4
suvichan,https://stat.ink/@suvichan/spl3/21f18baa-3cea-466e-a8f6-49c1e1c3f309,2022-12-07 23:23:59+09:00,area,xmatch,kusaya,bravo,2374.8,136,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,763,4,2,2,3,3,52gal,splashshield,megaphone51,585,5,4,1,5,2,explosher,pointsensor,amefurashi,1027,4,3,1,1,3,sharp,quickbomb,kanitank,662,4,2,2,4,2,sharp,quickbomb,kanitank,977,10,9,1,2,3,explosher,pointsensor,amefurashi,788,6,2,4,2,3,nautilus47,pointsensor,amefurashi,684,2,0,2,2,2,quadhopper_black,robotbomb,sameride,618,3,2,1,5,1
wdtch824,https://stat.ink/@wdtch824/spl3/79927dc8-1e2b-4de1-a838-d22a5a3e42cf,2022-12-07 23:23:19+09:00,area,xmatch,kusaya,bravo,2194.9,76,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,366,3,3,0,3,1,furo,sprinkler,amefurashi,524,2,1,1,2,2,variableroller,trap,missile,499,1,0,1,2,2,jimuwiper,quickbomb,shokuwander,389,1,1,0,2,1,furo,sprinkler,amefurashi,371,5,1,4,1,1,maneuver,kyubanbomb,kanitank,390,4,4,0,2,1,variableroller,trap,missile,509,1,1,0,1,1,campingshelter,jumpbeacon,kyuinki,384,3,2,1,1,0
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/233031f0-88ac-4427-90a3-108ab4413d00,2022-12-07 23:22:57+09:00,area,xmatch,namero,bravo,1704.0,279,v2.0.0,allow,drivewiper,torpedo,ultrahanko,1330,7,4,3,6,4,sshooter_collabo,splashbomb,tripletornado,1441,10,8,2,8,6,wakaba,splashbomb,greatbarrier,1446,7,3,4,9,7,momiji,torpedo,hopsonar,1259,9,7,2,5,6,carbon_deco,quickbomb,ultrashot,931,16,15,1,9,3,wakaba,splashbomb,greatbarrier,1582,7,5,2,3,6,52gal,splashshield,megaphone51,1395,8,6,2,6,4,wakaba,splashbomb,greatbarrier,1430,6,2,4,4,6
lin010151,https://stat.ink/@lin010151/spl3/977a8839-1346-4120-b7ae-884cc6acac95,2022-12-07 23:22:31+09:00,area,xmatch,kusaya,alpha,2386.9,82,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,478,3,3,0,2,1,sputtery_hue,torpedo,sameride,392,6,5,1,1,1,explosher,pointsensor,amefurashi,460,3,0,3,0,1,carbon_deco,quickbomb,ultrashot,356,3,3,0,1,2,sshooter_collabo,splashbomb,tripletornado,353,2,1,1,3,2,longblaster,kyubanbomb,hopsonar,286,2,1,1,3,1,carbon_deco,quickbomb,ultrashot,269,2,1,1,4,0,sharp,quickbomb,kanitank,504,1,1,0,2,1
nigaky,https://stat.ink/@nigaky/spl3/52d87fa5-9146-4e40-87de-4217da4ac523,2022-12-07 23:22:21+09:00,area,xmatch,namero,bravo,2313.7,313,v2.0.0,allow,barrelspinner,sprinkler,hopsonar,1860,10,7,3,6,7,nautilus47,pointsensor,amefurashi,1259,7,4,3,4,5,prime_collabo,kyubanbomb,nicedama,1510,7,5,2,6,7,quadhopper_black,robotbomb,sameride,1193,5,4,1,12,4,tristringer,poisonmist,megaphone51,1629,16,11,5,1,7,nautilus47,pointsensor,amefurashi,1438,16,8,8,5,6,splatspinner_collabo,poisonmist,greatbarrier,1154,9,4,5,4,5,wakaba,splashbomb,greatbarrier,1417,7,5,2,10,4
shige_tairi,https://stat.ink/@shige_tairi/spl3/a5ee88fb-ff32-4b09-85f3-af8b72e68667,2022-12-07 23:20:47+09:00,area,xmatch,kusaya,alpha,1575.2,300,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1306,9,6,3,6,4,kugelschreiber,tansanbomb,jetpack,1353,11,9,2,3,4,sshooter_collabo,splashbomb,tripletornado,1514,8,6,2,4,8,sharp,quickbomb,kanitank,1281,7,5,2,4,5,sharp,quickbomb,kanitank,1263,13,11,2,9,3,dualsweeper,splashbomb,hopsonar,1346,10,1,9,4,7,wakaba,splashbomb,greatbarrier,1722,2,2,0,5,6,barrelspinner,sprinkler,hopsonar,1195,3,3,0,8,4
wdtch824,https://stat.ink/@wdtch824/spl3/37cd9dfe-1498-44b5-bd05-9971eaa1135a,2022-12-07 23:20:39+09:00,area,xmatch,namero,alpha,2145.1,94,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,358,3,3,0,2,1,liter4k,trap,hopsonar,303,4,4,0,1,1,sshooter,kyubanbomb,ultrashot,364,4,4,0,4,1,tristringer,poisonmist,megaphone51,558,2,0,2,0,2,sshooter,kyubanbomb,ultrashot,610,5,3,2,3,2,liter4k,trap,hopsonar,374,1,1,0,1,2,kugelschreiber,tansanbomb,jetpack,446,3,3,0,4,2,momiji,torpedo,hopsonar,441,2,0,2,3,2
suvichan,https://stat.ink/@suvichan/spl3/51d8dfe9-d53e-4299-8543-c39b7c1480ee,2022-12-07 23:20:23+09:00,area,xmatch,kusaya,alpha,2374.8,188,v2.0.0,allow,dualsweeper,splashbomb,hopsonar,1091,5,3,2,2,4,sshooter,kyubanbomb,ultrashot,982,6,6,0,4,3,liter4k,trap,hopsonar,792,3,2,1,2,3,bottlegeyser,splashshield,ultrashot,658,3,3,0,5,2,momiji,torpedo,hopsonar,764,6,3,3,5,4,liter4k,trap,hopsonar,730,4,3,1,2,3,lact450,curlingbomb,missile,1620,4,4,0,2,6,dualsweeper,splashbomb,hopsonar,765,5,3,2,5,2
obatyan789,https://stat.ink/@obatyan789/spl3/cb47190b-ac6c-46d5-8348-754e37f547c5,2022-12-07 23:19:50+09:00,area,xmatch,kusaya,alpha,2027.6,107,v2.0.0,allow,momiji,torpedo,hopsonar,557,5,3,2,0,2,screwslosher,tansanbomb,nicedama,652,10,6,4,1,2,sharp,quickbomb,kanitank,604,5,3,2,2,1,52gal,splashshield,megaphone51,519,2,1,1,3,2,screwslosher,tansanbomb,nicedama,580,4,3,1,4,2,sharp,quickbomb,kanitank,615,1,1,0,2,2,sshooter_collabo,splashbomb,tripletornado,519,1,1,0,4,2,wakaba,splashbomb,greatbarrier,577,1,1,0,3,3
kaoru5884,https://stat.ink/@kaoru5884/spl3/6227ba2e-50c2-49de-91a9-4175b0483b88,2022-12-07 23:19:03+09:00,area,xmatch,kusaya,bravo,2019.4,318,v2.0.0,allow,furo,sprinkler,amefurashi,1708,12,7,5,8,6,kelvin525,splashshield,nicedama,1135,17,15,2,12,3,sharp,quickbomb,kanitank,1637,10,7,3,9,7,bamboo14mk1,robotbomb,megaphone51,976,6,4,2,12,3,bamboo14mk1,robotbomb,megaphone51,1502,18,13,5,6,6,furo,sprinkler,amefurashi,1626,12,7,5,7,6,bottlegeyser,splashshield,ultrashot,1208,14,11,3,11,3,sshooter_collabo,splashbomb,tripletornado,1176,13,9,4,9,4
alweiz,https://stat.ink/@alweiz/spl3/4636f9a8-c255-45c1-acb9-4ed7c5501d1f,2022-12-07 23:18:21+09:00,area,xmatch,kusaya,bravo,1720.4,149,v2.0.0,allow,96gal,sprinkler,kyuinki,808,4,3,1,3,2,sharp,quickbomb,kanitank,811,4,2,2,3,3,barrelspinner,sprinkler,hopsonar,678,3,3,0,3,3,liter4k,trap,hopsonar,295,2,2,0,3,2,sharp,quickbomb,kanitank,653,5,5,0,3,2,barrelspinner,sprinkler,hopsonar,742,4,2,2,1,3,liter4k,trap,hopsonar,474,3,3,0,3,1,dualsweeper,splashbomb,hopsonar,571,2,2,0,4,1
3p3k1122,https://stat.ink/@3p3k1122/spl3/cbca641d-3453-49df-8735-1ee924b51eb9,2022-12-07 23:17:59+09:00,area,xmatch,namero,bravo,1782.6,85,v2.0.0,allow,screwslosher,tansanbomb,nicedama,415,1,1,0,2,1,barrelspinner,sprinkler,hopsonar,525,1,1,0,2,1,jetsweeper,linemarker,kyuinki,438,1,0,1,3,0,prime_collabo,kyubanbomb,nicedama,393,1,1,0,2,2,prime_collabo,kyubanbomb,nicedama,417,5,4,1,1,1,screwslosher,tansanbomb,nicedama,396,3,1,2,0,1,dualsweeper,splashbomb,hopsonar,474,1,1,0,1,1,kugelschreiber,tansanbomb,jetpack,372,4,3,1,1,1
gyara,https://stat.ink/@gyara/spl3/7744dea3-e7d8-459c-907e-42759e641465,2022-12-07 23:17:00+09:00,area,xmatch,namero,alpha,2017.7,182,v2.0.0,allow,sputtery_hue,torpedo,sameride,833,9,9,0,2,3,bucketslosher_deco,linemarker,shokuwander,774,12,11,1,4,3,nautilus47,pointsensor,amefurashi,767,7,3,4,4,2,sharp,quickbomb,kanitank,608,5,4,1,6,1,sshooter,kyubanbomb,ultrashot,792,6,6,0,5,4,prime_collabo,kyubanbomb,nicedama,916,4,3,1,6,4,clashblaster,splashbomb,ultrashot,632,4,4,0,5,3,quadhopper_black,robotbomb,sameride,676,4,3,1,11,1
wdtch824,https://stat.ink/@wdtch824/spl3/9a4e7620-59c8-4793-b28e-2c0f0a54870c,2022-12-07 23:16:54+09:00,area,xmatch,kusaya,bravo,2145.1,87,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,376,0,0,0,3,1,liter4k,trap,hopsonar,254,2,2,0,2,1,52gal,splashshield,megaphone51,475,1,1,0,3,1,momiji,torpedo,hopsonar,511,0,0,0,3,2,52gal,splashshield,megaphone51,491,9,9,0,0,2,sshooter,kyubanbomb,ultrashot,483,3,2,1,0,1,momiji,torpedo,hopsonar,478,3,0,3,0,2,liter4k,trap,hopsonar,140,0,0,0,3,0
chobizdao,https://stat.ink/@chobizdao/spl3/1a63fc95-772d-4081-9cc6-591e9c9a4fc6,2022-12-07 23:16:29+09:00,area,xmatch,kusaya,alpha,1802.1,307,v2.0.0,allow,sharp,quickbomb,kanitank,1530,8,6,2,4,5,sharp,quickbomb,kanitank,1196,16,14,2,8,3,carbon_deco,quickbomb,ultrashot,1286,14,9,5,6,4,l3reelgun,curlingbomb,kanitank,1466,10,6,4,10,3,pablo,splashbomb,megaphone51,1564,9,8,1,7,7,sharp,quickbomb,kanitank,1560,11,7,4,8,5,sshooter,kyubanbomb,ultrashot,1377,8,7,1,10,4,sputtery_hue,torpedo,sameride,1013,7,6,1,10,3
nigaky,https://stat.ink/@nigaky/spl3/518a9f1d-f716-4d53-a0c2-dfb904588e60,2022-12-07 23:15:52+09:00,area,xmatch,namero,bravo,2313.7,114,v2.0.0,allow,barrelspinner,sprinkler,hopsonar,830,0,0,0,2,3,wakaba,splashbomb,greatbarrier,784,4,3,1,3,2,splatroller,curlingbomb,greatbarrier,390,4,3,1,4,2,sharp,quickbomb,kanitank,630,1,1,0,4,2,barrelspinner,sprinkler,hopsonar,756,6,2,4,0,3,sharp,quickbomb,kanitank,623,5,5,0,3,1,pablo_hue,trap,ultrahanko,467,5,5,0,3,1,momiji,torpedo,hopsonar,694,4,1,3,1,3
alweiz,https://stat.ink/@alweiz/spl3/ccc4ea3c-e584-43c8-ac86-5da6baa9ec5e,2022-12-07 23:14:31+09:00,area,xmatch,kusaya,bravo,,83,v2.0.0,allow,96gal,sprinkler,kyuinki,343,2,2,0,4,0,sshooter,kyubanbomb,ultrashot,369,3,3,0,3,1,furo,sprinkler,amefurashi,449,3,2,1,3,1,clashblaster,splashbomb,ultrashot,211,2,0,2,4,0,sshooter_collabo,splashbomb,tripletornado,363,6,6,0,3,1,explosher,pointsensor,amefurashi,401,4,1,3,1,1,prime_collabo,kyubanbomb,nicedama,360,3,3,0,1,1,hissen,poisonmist,jetpack,267,5,4,1,2,0
junOBGwT,https://stat.ink/@junOBGwT/spl3/b578d554-3a63-49e2-839c-bdb6700fc84b,2022-12-07 23:14:09+09:00,area,xmatch,kusaya,alpha,1872.5,274,v2.0.0,allow,rapid,trap,tripletornado,1116,6,3,3,5,4,momiji,torpedo,hopsonar,1640,12,11,1,4,7,promodeler_rg,sprinkler,nicedama,1817,11,8,3,4,8,furo,sprinkler,amefurashi,1225,6,3,3,7,4,longblaster,kyubanbomb,hopsonar,903,9,6,3,7,4,furo,sprinkler,amefurashi,1831,6,3,3,4,6,sshooter_collabo,splashbomb,tripletornado,1309,9,8,1,9,4,wakaba,splashbomb,greatbarrier,1656,3,3,0,5,7
obatyan789,https://stat.ink/@obatyan789/spl3/48429389-6558-4631-9985-01c572b23092,2022-12-07 23:12:52+09:00,area,xmatch,namero,alpha,2027.6,143,v2.0.0,allow,momiji,torpedo,hopsonar,741,3,0,3,2,3,splatroller,curlingbomb,greatbarrier,568,8,8,0,5,1,sharp,quickbomb,kanitank,982,2,1,1,1,4,prime_collabo,kyubanbomb,nicedama,477,5,5,0,4,1,sshooter,kyubanbomb,ultrashot,630,6,5,1,4,2,sharp,quickbomb,kanitank,835,4,3,1,2,2,prime_collabo,kyubanbomb,nicedama,512,4,3,1,5,1,pablo,splashbomb,megaphone51,752,2,1,1,3,3
dogwong,https://stat.ink/@dogwong/spl3/8dfc9079-d8d7-4940-8e46-5c7aa20a90b7,2022-12-07 23:12:42+09:00,area,xmatch,kusaya,alpha,1701.7,212,v2.0.0,allow,momiji,torpedo,hopsonar,1138,9,5,4,2,5,sharp,quickbomb,kanitank,1143,12,9,3,2,5,splatspinner_collabo,poisonmist,greatbarrier,1068,8,5,3,4,3,splatroller,curlingbomb,greatbarrier,822,2,2,0,4,3,nzap85,kyubanbomb,energystand,1379,6,5,1,4,6,momiji,torpedo,hopsonar,931,5,1,4,4,5,prime_collabo,kyubanbomb,nicedama,981,4,4,0,7,4,pablo,splashbomb,megaphone51,855,5,2,3,6,5
gyara,https://stat.ink/@gyara/spl3/c20fbe06-124f-40ba-be14-cb58f23e4f6d,2022-12-07 23:12:26+09:00,area,xmatch,namero,alpha,2017.7,332,v2.0.0,allow,sputtery_hue,torpedo,sameride,1307,14,12,2,9,6,bold,curlingbomb,ultrahanko,1504,22,20,2,10,7,spygadget,trap,sameride,1496,10,4,6,7,7,furo,sprinkler,amefurashi,1850,9,7,2,3,7,quadhopper_black,robotbomb,sameride,1159,12,10,2,13,3,wakaba,splashbomb,greatbarrier,2240,7,7,0,7,8,explosher,pointsensor,amefurashi,1578,12,3,9,11,4,carbon_deco,quickbomb,ultrashot,1025,10,9,1,12,6
lentan,https://stat.ink/@lentan/spl3/a6ab728d-ebac-42d6-9557-13fe0e19fbdd,2022-12-07 23:11:50+09:00,area,xmatch,kusaya,alpha,2364.4,74,v2.0.0,allow,liter4k,trap,hopsonar,263,2,2,0,0,1,sharp,quickbomb,kanitank,454,6,5,1,1,1,explosher,pointsensor,amefurashi,380,2,0,2,1,1,dualsweeper,splashbomb,hopsonar,366,2,2,0,1,1,momiji,torpedo,hopsonar,490,2,2,0,2,1,jetsweeper,linemarker,kyuinki,403,0,0,0,2,1,furo,sprinkler,amefurashi,397,1,0,1,3,1,liter4k,trap,hopsonar,212,1,1,0,2,0
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/4d51acd4-d28b-43c9-91bd-24bf5a77ff14,2022-12-07 23:10:34+09:00,area,xmatch,kusaya,alpha,1704.0,300,v2.0.0,allow,drivewiper,torpedo,ultrahanko,960,8,7,1,9,2,momiji,torpedo,hopsonar,1588,16,10,6,6,8,52gal,splashshield,megaphone51,1777,12,7,5,4,7,hydra,robotbomb,nicedama,1005,9,7,2,8,6,52gal,splashshield,megaphone51,1623,8,6,2,7,7,hydra,robotbomb,nicedama,1497,5,3,2,4,7,sshooter,kyubanbomb,ultrashot,1148,10,10,0,11,2,splatroller,curlingbomb,greatbarrier,926,9,8,1,9,3
3p3k1122,https://stat.ink/@3p3k1122/spl3/2705a431-69d5-41d6-a980-d5988d646f8a,2022-12-07 23:09:41+09:00,area,xmatch,kusaya,alpha,1782.6,215,v2.0.0,allow,screwslosher,tansanbomb,nicedama,851,6,6,0,6,1,dualsweeper,splashbomb,hopsonar,1048,9,7,2,3,5,wakaba,splashbomb,greatbarrier,1225,7,6,1,2,5,tristringer,poisonmist,megaphone51,862,4,3,1,3,3,quadhopper_black,robotbomb,sameride,1066,7,7,0,9,2,prime_collabo,kyubanbomb,nicedama,1070,3,2,1,4,4,screwslosher,tansanbomb,nicedama,929,2,1,1,6,3,hydra,robotbomb,nicedama,726,4,4,0,4,3
alweiz,https://stat.ink/@alweiz/spl3/37ebcd2e-5b39-43e7-8548-b886cc926d89,2022-12-07 23:07:52+09:00,area,xmatch,namero,alpha,,236,v2.0.0,allow,96gal,sprinkler,kyuinki,1119,16,14,2,6,2,spygadget,trap,sameride,1281,5,3,2,4,5,52gal,splashshield,megaphone51,1207,4,2,2,1,5,bold,curlingbomb,ultrahanko,825,8,7,1,6,2,dualsweeper,splashbomb,hopsonar,1148,8,7,1,6,5,nzap85,kyubanbomb,energystand,1361,5,4,1,5,6,heroshooter_replica,kyubanbomb,ultrashot,1021,4,3,1,7,5,splatroller,curlingbomb,greatbarrier,850,3,3,0,8,2
